Sequence Size,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Accuracy on Device 10 Probe-Again,Accuracy on Device 7 Cut,Accuracy on Device 7 Probe-Again
5300,0.0010623466008100563,99.97130794769849,0.0017116885757587565,99.96174445294568,100.0,100.0,90.55291723202171
5350,0.0032287089441903572,99.91311363495315,0.0017953683422530793,99.94690350919535,100.0,100.0,62.91730868002055
5400,0.009297891039048534,99.82459437449101,0.00035539805384690446,99.98538367844093,100.0,100.0,72.81838603767063
5450,0.0014434653551830007,99.96838377877076,0.0015246944449475604,99.97049277072882,100.0,100.0,47.305075876504446
5500,0.0037810966992028175,99.91491896030969,0.0005300201900771514,99.99007444168734,100.0,100.0,35.27547966907235
5550,0.0020511601627549413,99.92916934964585,0.0018753624286310423,99.9599358974359,100.0,100.0,90.19538188277087
5600,0.002117094392008822,99.93936243936244,0.0009204604592045948,99.95957554320364,100.0,100.0,70.48387096774194
5650,0.005361526689934361,99.87325451803937,0.014496444023146603,99.74506704736655,100.0,99.0,38.37251356238698
5700,0.002596750564926664,99.90961597813147,0.019421023315436815,98.97129924904846,99.94527544691718,100.0,94.96534111638088
5750,0.004445598080552118,99.86434798078633,0.0025600196800168204,99.92735574927356,100.0,100.0,28.68973132131027
5800,0.003652639313638102,99.88783704966575,0.0012822238087277099,99.9528943787292,100.0,100.0,78.13254130313719
5850,0.0035780913305162756,99.911754723385,0.0005244331558785867,99.9841613431181,100.0,100.0,34.5253697809399
5900,0.0017190861420814298,99.95207777093175,0.0024569175999742403,99.94675469889782,100.0,100.0,54.13519637462235
5950,0.004337395989259402,99.86653473548566,0.006377333776310755,99.86577181208054,100.0,100.0,99.31454683929931
6000,0.002353557838140906,99.94662706239993,0.007976643538644336,99.79424982402945,100.0,100.0,55.79877112135177
6050,0.0030213115866153236,99.93213993213993,0.10293740164395096,96.87141687141687,98.97386253630204,100.0,99.22555663117134
6100,0.005459627251849513,99.84898537045777,0.0014565984652159336,99.95045144241357,100.0,100.0,63.9789144865287
6150,0.0027306473931596746,99.91674991674992,0.0011009104435561645,99.98334998334998,100.0,100.0,56.858886046053925
6200,0.003609706647849141,99.92565768963284,0.000834904846489866,99.97761736892171,100.0,100.0,89.66269841269842
6250,0.002796458999683456,99.9105632100556,0.0014128837184898284,99.94923857868021,100.0,100.0,91.9
6300,0.0013108024478104125,99.96832049907398,0.00022608299241255872,99.99431430520809,100.0,100.0,60.060483870967744
6350,0.0015672092643727036,99.936138334193,0.0009462667412799118,99.97134506275431,100.0,100.0,46.43365169680959
6400,0.002838481639066979,99.91830469871763,0.3071309962308175,93.5478280961183,100.0,75.0,22.73658336747235
6450,0.0025089786060617956,99.93013274777923,0.0011422674707196438,99.94177922682813,100.0,100.0,36.684558216350126
6500,0.005312231952766382,99.88935827801247,0.0023642110387132684,99.91199249002581,100.0,100.0,83.14957353858955
6550,0.003794036156264996,99.90117575511859,0.0022028451720452957,99.95861416577982,100.0,100.0,62.117400419287215
6600,0.004686434207464674,99.89276413215543,0.0012117968772395662,99.97021327296557,100.0,100.0,93.24038867765104
6650,0.0026078478221134094,99.91510817276773,0.00807048773972226,99.80193265710342,100.0,98.0,29.495637369653117
6700,0.006045282233433432,99.84190747699883,0.0009239914115644543,99.96371772389188,100.0,100.0,55.53173241852487
6750,0.002542862569469633,99.92948918834222,0.0007194379927823515,99.98172069217645,100.0,100.0,64.87362281270252
6800,0.004998143031567032,99.88425316988477,0.0028967930766175057,99.95089614534741,100.0,100.0,28.944504896626768
6850,0.004215165588677626,99.88340355619154,0.0017075314694624528,99.91343597353614,100.0,100.0,36.71635247698378
6900,0.0020860995939375555,99.93325858294624,0.003472404577138951,99.93771022798056,100.0,100.0,79.26236749116607
6950,0.004927788198605505,99.86018122664085,0.0014376136967913116,99.95608256477821,100.0,100.0,98.37633451957295
