Sequence Size,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Accuracy on Device 10 Probe-Again,Accuracy on Device 7 Cut,Accuracy on Device 7 Probe-Again
3600,0.002319184004618828,99.92625471343695,0.006857394983698284,99.86688743871952,100.0,100.0,75.33410138248848
3650,0.002920469219794915,99.91253191879576,0.0032589450157697467,99.92428980545772,99.98831912159794,100.0,56.383600046723515
3700,0.002638296603036385,99.9356434935572,0.002247999500584146,99.9466079353956,100.0,99.0,55.41740674955595
3750,0.00500157617412441,99.84491180264665,0.003578437224153175,99.92221583415063,100.0,100.0,74.54698187927517
3800,0.002563167927692017,99.9250914325162,0.0010761617252079496,99.9657287775455,100.0,99.0,63.99124407150675
3850,0.003770921293424516,99.90028871625442,0.0021250403654105477,99.94444058615181,100.0,100.0,76.42927550517496
3900,0.00241163160580591,99.93216148581422,0.0015549141957292968,99.96834329933169,100.0,100.0,74.33849226160758
3950,0.0030250482618275325,99.90839135214364,0.004103099520810604,99.91093694335589,100.0,100.0,65.42788522310707
4000,0.003311452471504108,99.92114662090079,0.0007759253767302377,99.9819618312349,100.0,100.0,45.43010752688172
4050,0.002536292295956595,99.93581615241315,0.0017792177338567942,99.95251488475728,100.0,100.0,78.4862623120788
4100,0.0018560830378941007,99.92867897614708,0.014743320209157227,99.73003956954254,99.88190526177667,100.0,96.20784673927307
4150,0.004031760833545384,99.88289458908834,0.001657443484753276,99.94011303664334,100.0,100.0,52.45683930942895
4200,0.004796224148975832,99.86361422308816,0.0018708596357671047,99.93559630247007,100.0,100.0,53.655913978494624
4250,0.003870156451715883,99.88827182807006,0.0031464759750121966,99.93865971476767,100.0,100.0,49.53754080522307
4300,0.003445103807531077,99.9135623929919,0.0011718280197840704,99.95733622929838,100.0,100.0,53.79111049951837
4350,0.0028829772238382085,99.91254919108002,0.0030164162807719483,99.88620310783237,99.98607824028957,100.0,60.46220242238619
4400,0.0036735517613372213,99.89453988773602,0.0022264957546142034,99.9404667407525,100.0,100.0,64.6437623204731
4450,0.002925632882987855,99.91570182531353,0.0015225878239431255,99.94781840806004,100.0,100.0,79.99145542580462
4500,0.0020798561528577505,99.93563090412484,0.0026317455604220603,99.93505175563223,100.0,100.0,34.11578341013825
4550,0.002968187995669946,99.92787911836619,0.0018943809452276583,99.9384362815514,100.0,100.0,82.51310425160163
4600,0.003118995992606959,99.91107633207655,0.004126714569430354,99.92115528259606,100.0,100.0,71.66200500515237
4650,0.0038575900187311665,99.901125373027,0.0010965117071535455,99.95805369127517,100.0,100.0,52.901785714285715
4700,0.0035147374989616766,99.90186992313144,0.003726693215581839,99.9067203731185,100.0,100.0,46.32972322503009
4750,0.0023129669298344426,99.91735233617396,0.001820945817185153,99.96571820363387,100.0,100.0,78.26086956521739
4800,0.0031072202054334597,99.88308000668114,0.003210776234259429,99.87442082016196,100.0,100.0,90.46082949308756
4850,0.003158083288916356,99.92874153805765,0.003614900982076794,99.90811638591119,100.0,99.0,79.71441874902996
4900,0.003011558705136185,99.90337432030465,0.004827442678958316,99.86295919720614,100.0,100.0,73.56123569076368
4950,0.002283053605734137,99.93875598086125,0.0022254662051315877,99.91515584531571,100.0,100.0,48.550609852684936
5000,0.0038862747086357793,99.89561183065919,0.0015784852913687361,99.94587280108254,100.0,100.0,63.568
5050,0.002180342131363289,99.95118522279064,0.011206874146946754,99.73120728929385,100.0,100.0,94.34389140271493
5100,0.0031852758333614046,99.91125835650476,0.0014015241523667294,99.95858832190677,100.0,100.0,63.34258201403623
5150,0.0025178124950707126,99.93029693505666,0.0013271348305035156,99.972120254635,100.0,100.0,62.914125597494646
5200,0.006285940644841505,99.847183962359,0.0008442397214817449,99.98123387285949,100.0,100.0,63.587951406224
5250,0.002628764737863401,99.92894699445786,0.0006943452162948518,99.98105253185543,100.0,100.0,93.46438172043011
